L3_00 1.44153322492327e-07 1.2423716434816113e-11 2.8929742826085515e-09 7.828887628049266e-11
L3_01 1.4578866385649616e-10 1.1252465649185893e-11 7.213037386437125e-11 6.47772774995567e-11
L3_02 1.6098556580481592e-07 1.7974283788111303e-11 1.6157348434646408e-09 4.0620952457576604e-10
L3_03 2.0176594168369682e-10 1.1997640209615308e-11 5.817781544099903e-11 2.7493313626126125e-11
L3_04 1.4294118524711823e-07 1.5422403414513622e-11 8.666149287102855e-11 3.780000836890594e-11
L3_05 6.667205265590122e-10 1.4490895457081981e-11 2.498440928273387e-10 1.196737413282518e-10
L3_06 2.1456285398833605e-07 1.2285855351662149e-11 6.021422391035119e-09 1.4098323121362805e-10
L3_07 1.8071850192968685e-07 1.688928466636888e-11 2.9560466581372103e-09 2.705754021360865e-09
L3_08 6.9649131209762e-11 1.1810549983271846e-11 3.785998732955367e-11 2.5402931939987908e-11
L3_09 3.662544042885709e-08 1.1304608818625108e-11 8.487377036996439e-11 2.415001797838276e-11
L3_10 8.193630413867714e-11 1.2467170982669306e-11 3.608410570499389e-11 3.1103663688721366e-11
L3_11 4.2312747829563013e-10 1.3836792537144252e-11 2.8548004863026376e-10 9.798741602635645e-11
L3_12 1.4308453941879485e-10 1.379087859509038e-11 6.329445611862908e-11 5.955455683860458e-11
L3_13 2.1667554111554358e-09 1.3132966776765606e-11 8.234186062021144e-10 7.850016099298936e-10
L3_14 6.293915972417715e-10 1.628484044756208e-11 3.2279260304509377e-10 7.22554265236368e-11
L3_15 7.454757741840703e-10 1.3141940546164294e-11 1.5537372496571502e-10 1.4109110253840445e-10
L3_16 6.169384839583417e-10 1.684743530896245e-11 5.560261862618583e-10 5.528634908247967e-10
L3_17 2.1616617838541668e-10 1.3315758737577062e-11 1.1108359512017698e-10 8.479267561516794e-11
L3_18 2.9319808596656435e-10 1.8065049200832677e-11 1.0050979315065871e-10 9.44992407363336e-11
L3_19 2.4448641303445206e-08 1.860313675030559e-11 2.4056937418827393e-08 4.218403173952687e-09
L3_20 6.684447581670722e-07 1.5311703390004683e-11 1.1783929503693872e-09 3.987885251337168e-10
L3_21 1.31036475945269e-10 1.5545641297906598e-11 8.580569046040506e-11 8.247782955944616e-11
L3_22 1.1145122467525423e-09 1.1873623681446862e-11 1.1145122467525423e-09 2.8771067422533795e-10
L3_23 1.5387273564630625e-09 1.620881411494041e-11 1.4676275301952752e-09 1.4618343236495036e-09
L4_00 3.459989027320342e-08 1.3271047034932534e-11 4.860425087475869e-11 3.5854840370678994e-11
L4_01 3.081517408088762e-07 1.596552985055106e-11 4.288037212527528e-10 3.161479015739597e-10
L4_02 1.3113021850585938e-10 1.2796297569937e-11 5.7265023204767813e-11 4.980051628897123e-11
L4_03 2.3176314271226222e-07 1.5174855991285674e-11 9.485197310545008e-10 9.180331716732102e-10
L4_04 2.851595683973663e-10 1.4779519061652983e-11 1.1703493643780146e-10 1.0304609123541384e-10
L4_05 2.5103618572284647e-10 1.3236875657911424e-11 9.770517225389357e-11 5.132192141049868e-11
L4_06 7.671215096298529e-08 1.236188168428382e-11 5.259805796097736e-10 5.094220443647735e-10
L4_07 5.30919022808406e-10 1.35443398408164e-11 4.315408113324276e-10 4.25540557372395e-10
L4_08 2.610850699093877e-09 1.3532687206657564e-11 1.995067815391385e-09 1.9873739505300713e-09
L4_09 2.8676456875271264e-10 1.2882802852247127e-11 2.8676456875271264e-10 4.3394704344411375e-11
L4_10 4.9780916284631796e-11 9.555665273515004e-12 1.9552846434255124e-11 1.502730859019769e-11
L4_11 1.490084871864569e-09 1.4248869209739515e-11 1.3098023040891474e-09 3.560654926425039e-11
L4_12 5.2219716824581216e-11 1.1873181576085822e-11 2.7136427060625106e-11 1.9067120010926025e-11
L4_13 2.6524841011344613e-08 1.028674677508906e-11 4.682361993610773e-11 4.2798371198029404e-11
L4_14 2.9106165601987545e-09 1.529507707053415e-11 1.247479855138883e-10 3.1958912338847634e-11
L4_15 1.7495382399786087e-10 1.2277745876182505e-11 3.592497637482727e-11 3.1902676536923363e-11
L4_16 2.3901694780820378e-08 1.757175891430347e-11 2.8727890609146714e-10 2.3892947605678016e-10
L4_17 3.251057226681015e-10 1.1424912493701782e-11 1.9827431349417042e-10 1.9199143831673673e-10
L4_18 1.1950344234317928e-10 1.6565446729783888e-11 5.0764579277533986e-11 4.4308699570692983e-11
L4_19 1.796654292515346e-10 1.228360271958447e-11 1.7479298606751456e-10 1.6787064769280652e-10
L4_20 3.576122711752063e-08 1.4117308388724028e-11 1.8022534684918434e-08 1.137660883456588e-10
L4_21 1.1358614806290512e-09 1.4966660803490944e-11 9.99753291790302e-10 9.95446692456256e-10
L4_22 4.891365293472532e-09 1.4081203117572442e-11 5.714477054656498e-11 5.473220159137059e-11
L4_23 7.852584451109499e-10 1.421341529259315e-11 6.124377250671386e-10 1.0042727648556888e-10
L4_24 3.1059291087040286e-10 1.368879460964073e-11 1.8351743010436595e-10 2.6582860622276252e-11
L4_25 2.0948461292488066e-10 1.4517566945293161e-11 1.0217939104352678e-10 9.936355633985204e-11
L4_26 6.00692468608798e-10 1.3177503990564862e-11 5.965259303332367e-10 5.876803034386919e-10
L4_27 7.279713948567708e-10 1.4791683274872447e-11 5.04636440147348e-10 4.183354020929661e-10
L4_28 2.7108818031956087e-11 1.2511762168595117e-11 2.582288692018381e-11 2.1495902503544666e-11
L4_29 1.0154372057449363e-09 1.2696548095012487e-11 9.243356793739501e-10 9.201878031038664e-10
L5_00 1.6396244366963704e-09 1.793461186545236e-11 4.363379308155605e-10 2.6665095772062027e-10
L5_01 6.27587612410237e-10 1.723604991023702e-11 6.27587612410237e-10 2.4298976238508867e-10
L5_02 2.8848964216071607e-07 2.280259743714944e-11 3.5081154260879905e-09 3.1812461741241344e-09
L5_03 2.347667606509462e-07 1.1312718294104751e-11 7.699946967922912e-10 7.070970257239162e-10
L5_04 3.87833229045278e-07 1.5151342692536705e-11 2.0724636816662436e-07 2.813356789994837e-10
L5_05 4.631759734612512e-07 1.8411405580036844e-11 1.4874660586476673e-09 1.407686197375417e-09
L5_06 3.0726258678269457e-07 2.286003212887066e-11 4.593276421460744e-09 3.527378549381178e-09
L5_07 6.244837311265382e-09 6.326651414353082e-11 4.1994582627280206e-09 3.928497577048866e-09
L5_08 1.0421881008715856e-08 1.2861121268499465e-11 3.4072214648837134e-10 3.3273051182428997e-10
L5_09 1.5564765424545806e-08 5.8112334081455955e-11 4.441836445601945e-09 3.4443584211796128e-09
L5_10 3.6207005910952707e-10 1.4398824240525205e-11 1.7115498526206273e-10 1.4188878930885506e-10
L5_11 4.810507413389405e-10 1.6845554245062536e-11 1.9684455882818253e-10 1.5459460959343214e-10
L5_12 2.3273615378332552e-10 1.4570989692176397e-11 1.4945473684861431e-10 1.1995651979140568e-10
L5_13 3.116471426827567e-10 1.3450887751451787e-11 2.4377343488887033e-10 2.2503143963329292e-10
L5_14 9.745386339003041e-07 7.980247063937092e-11 1.3186589180965395e-08 1.038229593666651e-08
L5_15 3.9833570091300015e-10 1.7139181278424012e-11 1.7688327203550987e-10 1.5023648966533523e-10
L5_16 1.1185025568806094e-10 1.3006254093105222e-11 5.883697577532268e-11 4.0183501451832555e-11
L5_17 2.793084524322788e-10 1.455693984104145e-11 1.9678591232531702e-10 1.877183972158693e-10
L5_18 1.0134386164801461e-09 1.545108499981108e-11 9.071436666306995e-10 2.353496494747343e-10
L5_19 3.957145270847139e-10 1.4963249365488688e-11 1.7680937335604713e-10 1.5911424443835304e-10
L5_20 1.0731501996561762e-08 1.6405766101229433e-11 2.910686056383885e-10 2.652027754972653e-10
L5_21 8.018318181975885e-11 1.3891404122671442e-11 6.386657749081871e-11 5.937282416743847e-11
L5_22 1.1733504932400518e-10 1.573600677709435e-11 4.889198236244732e-11 4.587607296200058e-11
L5_23 2.301163224101429e-08 2.2437797128973035e-11 8.694324812265877e-09 8.670102499176304e-09
L5_24 5.7616289057786864e-11 1.293351751496893e-11 2.3519670641100085e-11 1.9193155885203005e-11
L5_25 1.3693299873796088e-10 1.2236297445953207e-11 1.3464432454703886e-10 1.2138082687366397e-10
L5_26 4.106097751193576e-11 1.3650950390735721e-11 2.787857459335731e-11 2.232808915395585e-11
L5_27 1.1422896977537167e-09 1.2300399519641947e-11 1.0485049360287116e-09 1.9908321570165407e-11
L5_28 1.2004637456202245e-08 1.4138558595857966e-11 1.3833611127533007e-09 1.382228905215181e-09
L5_29 2.956143314974296e-10 1.5644564794488168e-11 2.4711000398738923e-10 2.0831183624832298e-10
L5_30 1.0672459609841627e-08 1.5055553130863976e-11 8.240786601834619e-11 4.6504722846733346e-11
L5_31 2.951849074590774e-11 1.251697540283203e-11 2.571514674595424e-11 2.361479259672619e-11
L5_32 3.583102348523262e-07 1.494264427995507e-11 9.136358023563147e-08 4.699727991125086e-10
L5_33 4.0282337822048815e-09 1.3844847218870658e-11 3.1985647429830778e-09 3.1821884243644805e-09
L5_34 2.89666283990919e-10 1.5800936759308266e-11 2.6801900063066666e-10 2.652099452067896e-10
L5_35 2.913889277395595e-09 1.4866641129305926e-11 2.5509038947263736e-09 2.4935177394321986e-09
L5_36 1.173706879293112e-08 1.6465222925171818e-11 1.297194258611005e-09 1.9113820298273762e-10
L5_37 7.84024089372077e-10 1.3912255711746505e-11 1.053781285938312e-10 1.0192709625082672e-10
L5_38 9.081666431729755e-11 1.632031940278553e-11 7.848891000899057e-11 7.430712381998698e-11
L5_39 9.679766545384568e-09 1.1708055223737445e-11 2.938768138056216e-10 2.090975364542896e-10
L5_40 1.6235786935557488e-10 1.549350548975216e-11 1.521029087327282e-10 1.4947438091965196e-10
L5_41 1.1558456830321905e-08 1.666812346124543e-11 1.1459445176876359e-10 8.453182782357397e-11
L6_00 1.4620140979164526e-08 1.4260299223706238e-11 4.429718605557779e-09 2.1412856596753115e-10
L6_01 4.034906270958128e-09 1.70210287684486e-11 5.657119410378592e-10 5.078102861131941e-10
L6_02 8.35618665141444e-09 1.2983008646928404e-11 1.3285060448946857e-09 1.3177570659444079e-09
L6_03 9.23202962291484e-10 1.683874658523426e-11 7.657372221654776e-10 7.462223486719604e-10
L6_04 7.993993187374226e-10 2.075353434666451e-11 3.592602682501894e-10 3.072352518777685e-10
L6_05 1.3114265303492817e-08 1.7417351224615282e-11 1.179828665424096e-08 4.695386302714445e-11
L6_06 5.562929300803137e-09 1.7055964678439037e-11 1.23173085315582e-09 1.212850256494461e-09
L6_07 1.5017912559902545e-09 1.5730710373711337e-11 1.3867955495752887e-09 1.368448906338092e-09
L6_08 1.7617738838111095e-09 1.8591707852220288e-11 1.2193495569010297e-09 4.335388618429708e-10
L6_09 2.8706320473920144e-09 2.2138868059430804e-11 2.8706143998287943e-09 2.4482464455040537e-10
L6_10 5.994176725604444e-10 1.7221050429274667e-11 4.2102948569695387e-10 3.783417860203512e-10
L6_11 1.7446930668935053e-08 1.3924446426519826e-11 7.031435635000627e-11 6.120745875254398e-11
L6_12 1.3451255047259552e-08 1.6121049001426893e-11 3.1481929217154322e-09 2.279394560615545e-09
L6_13 5.529863934972214e-10 1.60063398404972e-11 2.4016568786033784e-10 2.2951538345709634e-10
L6_14 2.276242434323489e-10 1.5999371315533426e-11 1.342218000810225e-10 1.1654563875862094e-10
L6_15 1.4521858908913352e-10 1.1629508231959333e-11 2.6710530653356865e-11 1.872378146038245e-11
L6_16 2.189177652170802e-08 1.2070160024471591e-11 1.166679722219925e-09 9.53191510005271e-10
L6_17 4.3177550612123103e-10 1.57504034871327e-11 3.9219225525225285e-10 1.6170294106412095e-10
L6_18 6.439746954502204e-10 2.1641071026141825e-11 4.398779118017399e-10 3.5655367505419383e-10
L6_19 3.6963880017984363e-09 1.448864940358126e-11 3.158772635865794e-09 3.130589477403529e-09
L6_20 7.067460280198317e-09 1.472431224781078e-11 6.4799200484167524e-09 4.656707847511375e-09
L6_21 5.0878907084117474e-09 1.6213158476804507e-11 1.7078729134606898e-09 1.6364776705861438e-09
L6_22 6.892900862452071e-08 1.3074567241053427e-11 6.89289903128019e-08 5.455976623910181e-11
L6_23 6.401872042543399e-09 1.8936506709697085e-11 2.7420635549178032e-09 2.5742727777232292e-09
L6_24 6.43738852297947e-10 1.5952496764958772e-11 5.69797813371041e-10 5.518990424909674e-10
L6_25 2.936717300187974e-09 1.2328936940147763e-11 1.1844028319631303e-09 1.1754798747244334e-09
L6_26 3.271106548032477e-10 1.1037559888124284e-11 9.924697001714394e-11 9.513975920068844e-11
L6_27 3.5897944789895126e-11 1.0217939104352678e-11 2.340935255124185e-11 1.7291203828265246e-11
L6_28 1.6818341520643726e-10 1.41418383995809e-11 1.6818341520643726e-10 1.3206949641321826e-10
L6_29 3.698184376671201e-09 1.4253670261019752e-11 1.6941201119195847e-10 1.347402021998451e-10
L6_30 1.827378336214001e-10 1.4510526923964757e-11 4.9413040565636796e-11 3.832604993952216e-11
L6_31 1.005457497485783e-08 1.2236947690264291e-11 1.4055811077224663e-10 1.1004474623038246e-10
L6_32 2.2294331720546e-09 1.791650662541565e-11 2.1341886365887694e-09 2.1106013493264018e-09
L6_33 1.1239733014787946e-10 1.3283320835658482e-11 4.612919175144517e-11 3.47409929547991e-11
L6_34 5.138704295601704e-11 1.1028886652317177e-11 3.497887090220203e-11 2.941036440617914e-11
L6_35 1.1021241172599513e-09 2.1954523797238874e-11 1.0365853429016203e-09 9.966089729005703e-10
L6_36 4.2471249647373836e-11 1.368978029174323e-11 4.072121587812006e-11 3.804912130571108e-11
L6_37 2.2642196170867434e-10 1.079506344265408e-11 5.1666819860064797e-11 4.938670567103795e-11
L6_38 4.822482711159139e-10 1.2140669580978182e-11 4.758941046836372e-10 2.3758539589502474e-10
L6_39 2.2585902895246233e-10 1.7340339365459623e-11 2.1075386376607984e-10 1.9534712746029807e-10
L6_40 1.2593195705340176e-09 1.1138474158798865e-11 1.2366007653902856e-09 1.2330014733274011e-09
L6_41 8.632772388648353e-11 1.2534797389641949e-11 4.7010440763048954e-11 4.557478071447227e-11
L6_42 1.072735140175173e-09 1.6305036160535427e-11 9.432205787071815e-10 9.387491386888664e-10
L6_43 6.985960539823733e-11 1.09491140946098e-11 6.363073491161655e-11 3.468916282890746e-11
L6_44 8.599202435715754e-10 1.480704859683388e-11 6.199779367088375e-11 5.806299080526022e-11
L6_45 4.794054510050299e-09 2.4762392964602436e-11 1.0858447395236336e-09 1.0691554389865243e-09
L6_46 6.614374945082811e-10 1.2099695845485768e-11 1.3764109683017988e-10 1.2838285366380506e-10
L6_47 1.1887675360705714e-08 1.6459215738128383e-11 1.4713922894834386e-09 1.4640368226813692e-09
