L4_01 3.081517408088762e-07 3.96249245624153e-11 4.295943951120182e-10 3.1888484954833983e-10 1.8669026238577707e-10
L4_02 1.3113021850585938e-10 2.322114198325632e-11 5.750376009972933e-11 5.1439842967706945e-11 1.8828383115964516e-11
L4_03 2.3176314271226222e-07 3.384692328316825e-11 9.493712259798634e-10 9.200858826539954e-10 9.079976957671497e-10
L4_04 2.851595683973663e-10 2.645716375234176e-11 1.1724781016914212e-10 1.0493154428443131e-10 2.16066837310791e-11
L4_05 2.5103618572284647e-10 2.6009299538352273e-11 9.784450778713474e-11 5.2962984357561383e-11 2.031202440137987e-11
L4_06 7.671215096298529e-08 2.1104909935776066e-11 5.262542744072117e-10 5.105472340875742e-10 3.071767943246024e-10
L4_07 5.30919022808406e-10 2.457398438803822e-11 4.3163630609041223e-10 4.2624085226428205e-10 5.266535902850937e-11
L4_08 2.610850699093877e-09 2.6274700554049745e-11 1.9952046627901038e-09 1.988392703387202e-09 3.9375558191416216e-10
L4_09 2.8676456875271264e-10 2.3258426202037344e-11 2.8676456875271264e-10 4.429350454340536e-11 3.8774555953091413e-11
L4_10 4.9780916284631796e-11 1.5374213930160282e-11 1.9600151707886388e-11 1.5658045571947856e-11 1.365545565489108e-11
L4_11 1.490084871864569e-09 2.6857243609147177e-11 1.3098023040891474e-09 3.65283511100559e-11 2.3373145107204293e-11
L4_12 5.2219716824581216e-11 1.701398271425703e-11 2.716825864661997e-11 1.948093062885931e-11 1.6711582647305783e-11
L4_13 2.6524841011344613e-08 1.7855590556091044e-11 4.7030042948316874e-11 4.376167858833874e-11 1.6049389199261026e-11
L4_14 2.9106165601987545e-09 2.78367219525122e-11 1.2543236461277798e-10 3.5062491973347275e-11 2.3252973569251187e-11
L4_15 1.7495382399786087e-10 1.7857065006178253e-11 3.592497637482727e-11 3.2162179752272e-11 2.416623692934205e-11
L4_16 2.3901694780820378e-08 3.179946503081879e-11 2.8783624822443185e-10 2.421032298694957e-10 2.7975478729644377e-11
L4_17 3.251057226681015e-10 1.6996830743162706e-11 1.9827431349417042e-10 1.9240478536788368e-10 8.8042921894301e-11
L4_18 1.1950344234317928e-10 2.6334415782581674e-11 5.0764579277533986e-11 4.517567622197139e-11 3.5066109199028507e-11
L4_19 1.796654292515346e-10 1.838598301801732e-11 1.7479298606751456e-10 1.6817024775913784e-10 1.5743195064484126e-10
L4_20 3.576122711752063e-08 2.1629562683512914e-11 1.8022534684918434e-08 1.1408440420560747e-10 1.0248179111047803e-10
L4_21 1.1358614806290512e-09 2.3301486130599138e-11 9.99753291790302e-10 9.957741905044722e-10 9.9333433004526e-10
L4_22 4.891365293472532e-09 2.0420109784161602e-11 5.717630739565249e-11 5.5173717478595706e-11 2.2722299767549708e-11
L4_23 7.852584451109499e-10 2.02393793797755e-11 6.124377250671386e-10 1.0057465060726626e-10 9.842953839144863e-11
L4_24 3.1059291087040286e-10 1.9770901219374467e-11 1.8351743010436595e-10 2.6955896494339926e-11 1.7905721859056122e-11
L4_25 2.0948461292488066e-10 1.8479969073218708e-11 1.0217939104352678e-10 9.958275305331175e-11 9.755939877522211e-11
L4_26 6.00692468608798e-10 1.873288835797991e-11 5.965259303332367e-10 5.878456422591507e-10 5.85365559952269e-10
L4_27 7.279713948567708e-10 2.2463247078616602e-11 5.046850970002258e-10 4.189030653765412e-10 6.763302550023915e-11
L4_28 2.7108818031956087e-11 1.5726589948025805e-11 2.582288692018381e-11 2.1930338689954218e-11 2.1687054425564867e-11
L4_29 1.0154372057449363e-09 1.9542230069215768e-11 9.243356793739501e-10 9.207442255303411e-10 3.0721262455661025e-11
L5_00 1.6396244366963704e-09 3.97186903726487e-11 4.3663950193495976e-10 2.6957797152655465e-10 2.1087804010936192e-10
L5_01 6.27587612410237e-10 3.497403367121417e-11 6.27587612410237e-10 2.446120842955166e-10 2.0654577957956415e-10
L5_02 2.8848964216071607e-07 5.695846054580186e-11 3.5089363545288537e-09 3.1851674174214458e-09 2.747533958910149e-09
L5_03 2.347667606509462e-07 1.9254211781671374e-11 7.708027480990128e-10 7.093387164457894e-10 1.64129991225529e-11
L5_04 3.87833229045278e-07 2.938096407411376e-11 2.0724668418535955e-07 2.8271387181682335e-10 7.703834499982741e-11
L5_05 4.631759734612512e-07 4.548546871708016e-11 1.4882654212306608e-09 1.4107185619565558e-09 1.1719350564584092e-10
L5_06 3.0726258678269457e-07 5.6580968917980135e-11 4.59420611489966e-09 3.531088634413116e-09 2.2609449336549634e-09
L5_07 6.244837311265382e-09 1.8860833191324569e-10 4.201125957452306e-09 3.94162736408451e-09 1.947320363505693e-09
L5_08 1.0421881008715856e-08 2.3132278805687315e-11 3.408019741376241e-10 3.339279265630813e-10 5.873541037241618e-11
L5_09 1.5564765424545806e-08 1.7316071028561937e-10 4.443416539277876e-09 3.456876274412265e-09 2.736239440311213e-09
L5_10 3.6207005910952707e-10 2.5517816175949545e-11 1.7131717477165562e-10 1.4279885266823742e-10 2.3535499947591882e-11
L5_11 4.810507413389405e-10 2.801154955497371e-11 1.9713424266876984e-10 1.5570945346478336e-10 2.976720919489685e-11
L5_12 2.3273615378332552e-10 2.720439399296619e-11 1.4952424663843984e-10 1.2102523280997317e-10 1.0213594742488583e-10
L5_13 3.116471426827567e-10 2.308598540956688e-11 2.438189693768576e-10 2.257144569531026e-10 3.062649662026565e-11
L5_14 9.745386339003041e-07 2.481512576570526e-10 1.3187953404017857e-08 1.0401633111745713e-08 3.8129210288989746e-09
L5_15 3.9833570091300015e-10 3.538940406373842e-11 1.7712915827064135e-10 1.5307784171574348e-10 6.725443875725894e-11
L5_16 1.1185025568806094e-10 2.078000569149444e-11 5.888109468337255e-11 4.1268826589859655e-11 2.3956567071085943e-11
L5_17 2.793084524322788e-10 2.5590140044145672e-11 1.9690367226180335e-10 1.887872951008991e-10 6.186020048193656e-11
L5_18 1.0134386164801461e-09 2.8720214253380184e-11 9.073121916680108e-10 2.3707037880307154e-10 2.2662182648976642e-11
L5_19 3.957145270847139e-10 2.7283316566830588e-11 1.7703998656499953e-10 1.6023183152789163e-10 3.114165294738043e-11
L5_20 1.0731501996561762e-08 2.8282114170162908e-11 2.911755997651356e-10 2.665758667905204e-10 2.064897484447676e-10
L5_21 8.018318181975885e-11 3.908852097162491e-11 6.386657749081871e-11 5.963139330707741e-11 5.070629990091944e-11
L5_22 1.1733504932400518e-10 2.291900866143911e-11 4.8911010182008496e-11 4.613294852607648e-11 3.741820716705688e-11
L5_23 2.301163224101429e-08 4.2067472695579645e-11 8.694342929179183e-09 8.67028366830936e-09 8.595379290247399e-09
L5_24 5.7616289057786864e-11 1.862242415144637e-11 2.3786625806889477e-11 2.0776476178850446e-11 1.7434933931210784e-11
L5_25 1.3693299873796088e-10 1.8327414583997664e-11 1.3464432454703886e-10 1.215249953266354e-10 2.5022237118860132e-11
L5_26 4.106097751193576e-11 2.0661141416473275e-11 2.8157900970989525e-11 2.4589731759945733e-11 1.926450952831219e-11
L5_27 1.1422896977537167e-09 1.6724470979678703e-11 1.0485049360287116e-09 2.0176727579247137e-11 1.9019805126308654e-11
L5_28 1.2004637456202245e-08 1.715154063944914e-11 1.3833985411016682e-09 1.3823505473473758e-09 1.379590206655266e-09
L5_29 2.956143314974296e-10 2.676252962305844e-11 2.471452991138292e-10 2.0880596801848167e-10 1.7097841625651282e-10
L5_30 1.0672459609841627e-08 2.538577728031943e-11 8.247336562798948e-11 4.772114416868009e-11 3.196380950592377e-11
L5_31 2.951849074590774e-11 1.7238041711232018e-11 2.5743529910133e-11 2.4428443303183905e-11 2.2943057711162264e-11
L5_32 3.583102348523262e-07 2.5815579480740614e-11 9.136358023563147e-08 4.702522641136533e-10 3.2427546742198235e-10
L5_33 4.0282337822048815e-09 1.9202361235747465e-11 3.198583153684167e-09 3.1825106116335366e-09 1.7711094447544643e-11
L5_34 2.89666283990919e-10 2.4026202172348178e-11 2.6801900063066666e-10 2.6545573755637884e-10 7.388693594616537e-11
L5_35 2.913889277395595e-09 2.177065403765233e-11 2.551041974984541e-09 2.494281783527389e-09 2.4670707673179597e-09
L5_36 1.173706879293112e-08 2.5795814686251762e-11 1.29721218481996e-09 1.9138020680363018e-10 8.69958920586378e-11
L5_37 7.84024089372077e-10 2.2192931229295104e-11 1.053781285938312e-10 1.0208928576041963e-10 8.99521041258843e-11
L5_38 9.081666431729755e-11 2.3605331541999937e-11 7.848891000899057e-11 7.451526702396453e-11 6.930222586979942e-11
L5_39 9.679766545384568e-09 1.6382021933608914e-11 2.938768138056216e-10 2.090975364542896e-10 1.7905457419638308e-10
L5_40 1.6235786935557488e-10 2.3684516456556615e-11 1.521214194919752e-10 1.4968725465099262e-10 1.4289380600733786e-10
L5_41 1.1558456830321905e-08 2.9074360404872258e-11 1.1465621824003344e-10 8.523773035237208e-11 2.3956567071085943e-11
L6_00 1.4620140979164526e-08 3.309178173093868e-11 4.429862015229419e-09 2.1645001002720424e-10 3.70176214920847e-11
L6_01 4.034906270958128e-09 3.509755645479475e-11 5.66048991112482e-10 5.10515556448982e-10 4.194499481291998e-11
L6_02 8.35618665141444e-09 2.3558026268368677e-11 1.3285792917699857e-09 1.3192311593098208e-09 2.2120556340605797e-11
L6_03 9.23202962291484e-10 3.500686790088176e-11 7.659370628112259e-10 7.485856815260284e-10 4.650204939327852e-11
L6_04 7.993993187374226e-10 5.136323275167266e-11 3.5961321951458843e-10 3.1122360116547783e-10 8.434652840976448e-11
L6_05 1.3114265303492817e-08 3.361828112728381e-11 1.179828665424096e-08 4.881003185915208e-11 2.862644844314679e-11
L6_06 5.562929300803137e-09 3.405979701450893e-11 1.2318524952880149e-09 1.2147791531621193e-09 3.3920777434857876e-11
L6_07 1.5017912559902545e-09 2.9003497251530282e-11 1.3869360023464826e-09 1.3703625753456083e-09 2.5000593272505522e-11
L6_08 1.7617738838111095e-09 3.9318770854054865e-11 1.219596622786109e-09 4.361859963259637e-10 3.2745053554622446e-11
L6_09 2.8706320473920144e-09 5.881932821210273e-11 2.8706320473920144e-09 2.4845121879210564e-10 1.5544856062295433e-10
L6_10 5.994176725604444e-10 3.7691683532892786e-11 4.212032601715177e-10 3.810700452710032e-10 2.3500391067638343e-10
L6_11 1.7446930668935053e-08 2.0954971371760707e-11 7.033257014520119e-11 6.201797263871812e-11 3.610884897393794e-11
L6_12 1.3451255047259552e-08 3.218033153158395e-11 3.1483693973476315e-09 2.2814063828226197e-09 1.455518071692048e-09
L6_13 5.529863934972214e-10 3.15273716924457e-11 2.4031569214770744e-10 2.317125050779804e-10 4.688957547541462e-11
L6_14 2.276242434323489e-10 3.281967107192937e-11 1.3437899914416636e-10 1.1853682689177685e-10 8.041605407938416e-11
L6_15 1.4521858908913352e-10 1.7658274441479362e-11 2.6728744448551793e-11 1.956161603934898e-11 1.5417977632503638e-11
L6_16 2.189177652170802e-08 2.1261038239469234e-11 1.1668026183947196e-09 9.54683820699206e-10 6.201253197154521e-10
L6_17 4.3177550612123103e-10 2.1562194247544937e-11 3.9219225525225285e-10 1.622165411778318e-10 2.1012552020591224e-11
L6_18 6.439746954502204e-10 4.543926252986922e-11 4.3995651133331187e-10 3.5943565787849845e-10 9.202258490817451e-11
L6_19 3.6963880017984363e-09 3.4562752566277585e-11 3.1589314639347735e-09 3.132477766668064e-09 1.1677392582642776e-10
L6_20 7.067460280198317e-09 2.699457245431977e-11 6.480592511075757e-09 4.6603583590888274e-09 2.1981668996286917e-11
L6_21 5.0878907084117474e-09 3.075808199779633e-11 1.7080379992115252e-09 1.6381459055419566e-09 2.3867924081340823e-11
L6_22 3.4059797014508928e-12 3.4059797014508928e-12 3.4059797014508928e-12 3.4059797014508928e-12 1.7029898507254464e-12
L6_23 6.401872042543399e-09 3.829876088207553e-11 2.742313450167638e-09 2.5771697115453875e-09 8.279029627024017e-10
L6_24 6.43738852297947e-10 3.7013963082093886e-11 5.698499457134102e-10 5.533674368010318e-10 4.674359591292223e-10
L6_25 2.936717300187974e-09 3.9292942909967336e-11 1.18455361752283e-09 1.176544243381137e-09 1.6819685697555543e-10
L6_26 3.271106548032477e-10 1.7221143356801172e-11 9.924697001714394e-11 9.571349374932856e-11 9.346409004275538e-11
L6_27 3.5897944789895126e-11 1.72101090734688e-11 2.3445394664484717e-11 1.821928824426906e-11 1.5930614053347032e-11
L6_28 1.6818341520643726e-10 2.399986727774933e-11 1.6818341520643726e-10 1.325347462177979e-10 1.997940670232534e-11
L6_29 3.698184376671201e-09 3.530156044732957e-11 1.6948296910240537e-10 1.355207392147609e-10 1.1098704167774745e-10
L6_30 1.827378336214001e-10 2.4746022624716667e-11 4.9500823547632954e-11 3.8993200602692956e-11 2.4728466028317437e-11
L6_31 1.005457497485783e-08 2.0778231838490367e-11 1.405932239650451e-10 1.1067678370075478e-10 5.7980659608461724e-11
L6_32 2.2294331720546e-09 3.2901061652159654e-11 2.134285197868965e-09 2.1116371885139564e-09 1.8484901433840766e-09
L6_33 1.1239733014787946e-10 2.247073274829012e-11 4.626019097073174e-11 3.550078842666123e-11 2.911675980676225e-11
L6_34 5.138704295601704e-11 1.5975666694900618e-11 3.500590248713418e-11 2.980682765185067e-11 2.2364131267198723e-11
L6_35 1.1021241172599513e-09 5.1449605747947637e-11 1.0366028994980195e-09 9.982592929620982e-10 7.344802103618459e-11
L6_36 4.2471249647373836e-11 1.912805727361786e-11 4.07400334455314e-11 3.8867685488103975e-11 2.644809099662558e-11
L6_37 2.2642196170867434e-10 1.3623918805803571e-11 5.1666819860064797e-11 4.956646571083674e-11 2.3482337830558658e-11
L6_38 4.822482711159139e-10 1.777152311966716e-11 4.759490398401123e-10 2.3802487714682493e-10 3.528668217578425e-11
L6_39 2.2585902895246233e-10 2.6937396753401985e-11 2.1086917037055607e-10 1.9635827768416632e-10 1.817320783933004e-10
L6_40 1.2593195705340176e-09 1.6624863083298143e-11 1.2366007653902856e-09 1.2334893569062575e-09 1.2295494668732278e-09
L6_41 8.632772388648353e-11 1.63665245537742e-11 4.7010440763048954e-11 4.581240720527117e-11 2.710922215864112e-11
L6_42 1.072735140175173e-09 2.8977027306189905e-11 9.433428446451822e-10 9.400241977565891e-10 8.790746276631896e-10
L6_43 6.985960539823733e-11 1.4901161193847657e-11 6.364924567086357e-11 3.488352580100113e-11 2.924699961028484e-11
L6_44 8.599202435715754e-10 2.3949415163886277e-11 6.201571987983876e-11 5.90847847156955e-11 4.1678435820385925e-11
L6_45 4.794054510050299e-09 4.8521402719858535e-11 1.085973614431256e-09 1.072119561861841e-09 2.350586261528339e-10
L6_46 6.614374945082811e-10 1.6286604594506895e-11 1.3764109683017988e-10 1.2885329284908835e-10 6.378214474070609e-11
L6_47 1.1887675360705714e-08 2.669527175578665e-11 1.4714466402233554e-09 1.4650423113698294e-09 1.1856704497409808e-09
